customer_id,total_spent,orders,total_units,first_purchase,last_purchase,average_order_value,active_days,customer_value_segment
15098,39916.5,3,121,2011-06-10 15:22:00,2011-06-10 15:33:00,13305.5,1,High
13798,37153.85,57,23948,2010-12-02 17:24:00,2011-12-08 15:51:00,651.8219298245614,371,High
16013,37130.6,47,15536,2010-12-03 13:09:00,2011-12-06 10:36:00,790.0127659574467,368,High
16422,34684.4,51,33704,2010-12-05 15:35:00,2011-11-22 14:00:00,680.086274509804,352,High
15838,33643.08,19,18368,2010-12-07 11:26:00,2011-11-28 14:00:00,1770.6884210526316,357,High
12748,33053.19,209,25287,2010-12-01 12:48:00,2011-12-09 12:20:00,158.14923444976077,373,High
17404,31906.82,15,32748,2010-12-14 13:28:00,2011-12-05 16:26:00,2127.1213333333335,357,High
17389,31833.68,34,7612,2011-01-12 15:48:00,2011-12-09 09:38:00,936.2847058823529,331,High
13098,28882.44,28,15968,2011-01-26 13:46:00,2011-12-08 14:14:00,1031.5157142857142,317,High
14680,28754.11,16,13476,2010-12-03 12:05:00,2011-11-14 16:59:00,1797.131875,347,High
13081,28337.38,11,19068,2010-12-03 17:20:00,2011-11-28 10:54:00,2576.1254545454544,360,High
13408,28117.04,62,16232,2010-12-01 10:39:00,2011-12-08 09:05:00,453.5006451612903,372,High
17857,26879.04,23,19256,2010-12-09 11:35:00,2011-12-05 13:13:00,1168.6539130434783,362,High
16333,26626.8,22,32184,2011-02-03 10:50:00,2011-12-02 12:19:00,1210.3090909090909,303,High
13777,25977.16,33,12897,2010-12-01 16:01:00,2011-12-09 12:25:00,787.1866666666666,373,High
12753,21429.39,6,11421,2010-12-12 11:44:00,2011-11-17 10:52:00,3571.565,340,High
12744,21279.29,7,5241,2011-01-25 13:26:00,2011-10-19 11:18:00,3039.8985714285714,267,High
16210,21086.3,18,7559,2010-12-01 12:27:00,2011-12-08 12:36:00,1171.461111111111,373,High
17675,20374.28,31,8360,2010-12-07 13:22:00,2011-12-08 18:03:00,657.2348387096774,367,High
17381,20275.61,29,25649,2010-12-02 12:58:00,2011-12-01 11:59:00,699.1589655172414,364,High
12471,19788.65,30,8200,2010-12-10 09:35:00,2011-12-07 15:43:00,659.6216666666667,363,High
15039,19766.59,47,9131,2010-12-06 11:26:00,2011-11-30 11:31:00,420.5657446808511,360,High
12731,18895.91,12,8437,2010-12-10 10:56:00,2011-11-16 11:59:00,1574.6591666666666,342,High
15159,18641.010000000002,30,11441,2010-12-13 15:44:00,2011-12-08 12:05:00,621.3670000000001,360,High
12901,17654.54,28,23075,2011-03-14 10:41:00,2011-12-01 10:07:00,630.5192857142857,262,High
12678,17628.46,12,10923,2010-12-21 11:00:00,2011-10-28 13:04:00,1469.0383333333332,312,High
14031,17286.86,19,5788,2010-12-02 16:34:00,2011-12-02 17:13:00,909.8347368421053,366,High
17428,17256.85,28,9474,2010-12-06 09:37:00,2011-12-09 09:45:00,616.3160714285714,369,High
13767,17220.36,37,7322,2010-12-01 10:47:00,2011-12-07 15:00:00,465.41513513513513,372,High
13881,17159.52,20,10118,2011-02-01 10:14:00,2011-12-06 12:50:00,857.976,309,High
16839,16594.35,34,8975,2010-12-05 11:15:00,2011-12-01 09:03:00,488.06911764705876,361,High
12921,16587.09,37,9526,2010-12-01 15:06:00,2011-11-30 16:22:00,448.29972972972973,365,High
17677,16345.38,30,9772,2010-12-06 08:42:00,2011-12-08 09:56:00,544.846,368,High
15189,16225.39,41,6149,2011-01-11 12:29:00,2011-12-08 13:22:00,395.74121951219513,332,High
14607,16209.5,14,11526,2011-03-23 15:22:00,2011-11-24 10:35:00,1157.8214285714287,246,High
15856,16143.64,27,10866,2010-12-09 13:34:00,2011-12-05 17:09:00,597.9125925925925,362,High
14051,15610.390000000001,23,3756,2010-12-08 12:49:00,2011-12-09 10:20:00,678.7126086956522,366,High
15513,14758.220000000001,19,5709,2010-12-01 11:22:00,2011-11-06 14:36:00,776.7484210526317,341,High
16133,14589.04,33,8887,2011-01-25 15:55:00,2011-12-06 11:24:00,442.09212121212124,315,High
14866,14389.9,12,6752,2010-12-08 14:58:00,2011-11-29 11:45:00,1199.1583333333333,356,High
16705,14034.99,20,5476,2010-12-16 10:51:00,2011-12-09 12:08:00,701.7495,359,High
12681,13787.54,22,7536,2010-12-07 10:08:00,2011-11-25 11:33:00,626.7063636363637,354,High
12621,13689.67,20,7440,2010-12-09 10:16:00,2011-12-08 11:25:00,684.4835,365,High
12540,13400.24,17,6685,2010-12-13 09:39:00,2011-11-20 11:31:00,788.2494117647059,343,High
12433,13375.87,7,11071,2010-12-01 13:24:00,2011-12-09 10:02:00,1910.8385714285716,373,High
15498,13316.4,27,6105,2010-12-08 12:29:00,2011-12-07 12:48:00,493.2,365,High
12477,13219.74,6,3653,2011-02-11 12:45:00,2011-11-17 09:51:00,2203.29,279,High
17735,13110.02,19,8439,2010-12-07 10:32:00,2011-12-07 16:47:00,690.001052631579,366,High
16525,13027.45,26,7397,2010-12-08 11:31:00,2011-12-07 15:07:00,501.0557692307693,365,High
14258,12669.98,9,7100,2011-01-06 12:18:00,2011-11-30 15:27:00,1407.7755555555555,329,High
13078,12627.94,26,5630,2010-12-08 09:07:00,2011-12-06 15:36:00,485.69,364,High
12536,12601.830000000002,3,2803,2011-10-11 14:52:00,2011-10-27 14:20:00,4200.610000000001,16,High
15640,12416.11,15,6572,2010-12-02 15:40:00,2011-12-05 14:35:00,827.7406666666667,368,High
16000,12393.7,3,5110,2011-12-07 12:14:00,2011-12-07 12:17:00,4131.233333333334,1,High
17340,12353.29,11,5967,2010-12-08 15:56:00,2011-11-10 10:45:00,1123.0263636363636,337,High
12682,12279.82,31,5555,2010-12-03 13:59:00,2011-12-06 10:00:00,396.1232258064516,368,High
13113,12245.960000000001,24,3045,2010-12-08 13:21:00,2011-12-09 12:49:00,510.2483333333334,366,High
14606,12076.15,93,6187,2010-12-01 16:57:00,2011-12-08 19:28:00,129.8510752688172,373,High
12557,11990.960000000001,5,4384,2010-12-03 12:20:00,2011-11-23 16:59:00,2398.192,356,High
12939,11581.8,8,4876,2011-01-09 11:20:00,2011-10-06 14:33:00,1447.725,271,High
15125,11528.48,15,6193,2011-03-14 09:59:00,2011-11-14 13:57:00,768.5653333333333,246,High
14194,11349.52,21,5840,2011-02-04 14:51:00,2011-12-05 10:38:00,540.4533333333334,304,High
12971,11189.91,86,9289,2010-12-02 16:42:00,2011-12-06 12:20:00,130.11523255813952,369,High
14895,11138.710000000001,20,4851,2011-02-22 13:08:00,2011-12-02 09:23:00,556.9355,283,High
12409,11072.67,3,5551,2011-06-10 12:19:00,2011-09-22 10:38:00,3690.89,104,High
17581,11025.24,25,5915,2010-12-02 14:47:00,2011-12-09 12:21:00,441.0096,372,High
15482,10879.76,12,5004,2010-12-16 10:08:00,2011-11-24 10:46:00,906.6466666666666,344,High
13319,10845.550000000001,26,4724,2010-12-09 10:04:00,2011-12-04 13:34:00,417.1365384615385,361,High
17107,10797.48,6,4826,2011-03-06 15:17:00,2011-11-06 14:14:00,1799.58,245,High
13340,10736.48,7,5770,2011-03-08 11:39:00,2011-10-25 13:15:00,1533.782857142857,232,High
17139,10650.77,12,5176,2011-02-24 09:32:00,2011-11-24 10:12:00,887.5641666666667,274,High
16779,10611.720000000001,22,5301,2010-12-08 09:56:00,2011-12-07 14:54:00,482.35090909090917,365,High
17865,10526.32,20,5757,2010-12-10 14:53:00,2011-11-09 12:08:00,526.316,334,High
17706,10504.49,17,3899,2010-12-08 11:02:00,2011-12-05 13:34:00,617.9111764705882,363,High
15251,10484.99,11,6171,2011-04-12 10:38:00,2011-11-30 15:02:00,953.180909090909,233,High
14062,10464.85,12,5593,2010-12-10 15:56:00,2011-11-30 10:04:00,872.0708333333333,355,High
14769,10416.98,8,7239,2010-12-17 11:40:00,2011-12-07 10:24:00,1302.1225,355,High
15615,10399.74,23,5508,2010-12-15 16:21:00,2011-11-29 14:42:00,452.1626086956522,349,High
15502,10384.93,12,4236,2010-12-05 15:40:00,2011-11-24 12:48:00,865.4108333333334,354,High
16180,10254.18,8,5867,2011-04-01 10:23:00,2011-08-31 16:28:00,1281.7725,153,High
16843,10196.57,16,10159,2011-01-16 16:10:00,2011-10-28 09:06:00,637.285625,285,High
12590,9864.26,2,4283,2011-05-12 14:46:00,2011-05-12 14:52:00,4932.13,1,High
13199,9817.12,38,6176,2010-12-08 10:51:00,2011-12-06 12:30:00,258.34526315789475,364,High
13001,9785.970000000001,13,5490,2011-01-17 12:45:00,2011-12-05 14:51:00,752.7669230769231,323,High
15078,9743.11,32,5105,2010-12-06 12:38:00,2011-12-02 15:41:00,304.4721875,362,High
12709,9706.52,15,3912,2010-12-08 09:49:00,2011-11-24 15:38:00,647.1013333333334,352,High
13458,9646.57,14,5508,2010-12-15 12:05:00,2011-12-02 15:29:00,689.0407142857142,353,High
14733,9585.91,12,3764,2010-12-07 11:30:00,2011-11-23 15:39:00,798.8258333333333,352,High
16523,9418.470000000001,21,4265,2011-01-28 12:06:00,2011-12-08 09:06:00,448.4985714285715,314,High
12567,9401.28,10,4305,2010-12-05 11:57:00,2011-11-17 11:02:00,940.128,347,High
14367,9227.82,16,4426,2011-03-08 14:12:00,2011-12-01 13:19:00,576.73875,268,High
14667,9175.04,25,5319,2010-12-06 13:13:00,2011-11-29 11:30:00,367.00160000000005,358,High
18092,9068.26,11,4252,2010-12-09 10:00:00,2011-12-07 13:14:00,824.3872727272727,364,High
12451,9035.52,5,6575,2011-01-19 09:05:00,2011-11-29 08:40:00,1807.104,314,High
13969,9024.17,18,4528,2010-12-09 19:32:00,2011-12-02 15:11:00,501.34277777777777,358,High
13488,8968.31,13,4518,2010-12-07 13:01:00,2011-11-22 14:41:00,689.87,351,High
13090,8910.82,14,2263,2010-12-02 07:48:00,2011-12-01 12:39:00,636.4871428571429,365,High
16033,8778.82,20,3529,2010-12-05 10:36:00,2011-12-04 12:44:00,438.941,365,High
17017,8694.26,20,6673,2010-12-02 10:17:00,2011-12-07 09:32:00,434.713,370,High
17306,8631.31,19,11491,2010-12-21 13:34:00,2011-11-29 12:14:00,454.2794736842105,343,High
16656,8625.8,15,8894,2010-12-10 11:23:00,2011-11-17 14:43:00,575.0533333333333,343,High
17243,8540.05,26,3320,2010-12-05 10:03:00,2011-12-08 13:26:00,328.4634615384615,369,High
14527,8507.13,55,2088,2010-12-05 13:17:00,2011-12-07 12:19:00,154.6750909090909,367,High
12683,8476.57,15,4987,2010-12-09 10:37:00,2011-12-05 16:31:00,565.1046666666666,362,High
18139,8438.34,6,5557,2011-11-21 14:06:00,2011-11-22 10:44:00,1406.39,1,High
15358,8347.2,22,7050,2010-12-09 10:04:00,2011-12-05 09:04:00,379.41818181818184,361,High
16558,8338.49,20,5377,2010-12-08 12:01:00,2011-12-09 10:20:00,416.92449999999997,366,High
14056,8152.71,23,4252,2011-02-28 15:19:00,2011-12-08 13:36:00,354.46565217391304,283,High
14936,8137.02,8,4085,2011-03-09 11:53:00,2011-11-06 10:30:00,1017.1275,242,High
16672,8134.9400000000005,20,2832,2011-03-18 10:15:00,2011-12-07 16:29:00,406.747,265,High
13854,8109.5199999999995,25,2296,2010-12-09 10:48:00,2011-12-01 09:06:00,324.38079999999997,357,High
14952,8099.49,11,3355,2010-12-10 12:48:00,2011-10-11 10:33:00,736.3172727272727,305,High
18109,8004.92,26,4230,2010-12-05 10:58:00,2011-12-08 11:36:00,307.88153846153847,369,High
14796,7975.49,17,5995,2010-12-08 10:40:00,2011-12-08 15:31:00,469.1464705882353,366,High
12428,7956.46,9,3536,2011-03-01 09:33:00,2011-11-14 08:22:00,884.0511111111111,258,High
15290,7943.22,18,4501,2010-12-15 16:03:00,2011-12-05 11:39:00,441.29,355,High
14849,7930.54,25,5694,2010-12-01 12:22:00,2011-11-18 10:58:00,317.2216,352,High
12757,7834.650000000001,13,2395,2011-05-12 19:01:00,2011-11-24 12:30:00,602.6653846153847,196,High
13093,7832.47,8,3961,2010-12-01 15:00:00,2011-03-09 12:14:00,979.05875,98,High
12435,7829.89,2,2055,2011-03-17 07:40:00,2011-09-21 09:06:00,3914.945,189,High
13629,7792.36,11,4372,2011-01-05 12:09:00,2011-11-16 13:21:00,708.3963636363636,316,High
17811,7761.82,39,4146,2011-01-10 10:58:00,2011-12-05 13:46:00,199.02102564102563,330,High
15044,7634.7300000000005,17,2785,2010-12-12 14:27:00,2011-11-20 13:20:00,449.1017647058824,343,High
15194,7616.53,15,5703,2010-12-06 15:00:00,2011-12-06 15:10:00,507.76866666666666,366,High
18172,7561.68,20,3184,2011-02-23 10:44:00,2011-11-25 11:12:00,378.084,276,High
13263,7436.93,35,4768,2011-01-18 16:31:00,2011-12-08 13:59:00,212.48371428571429,324,High
12980,7374.900000000001,9,886,2010-12-16 11:36:00,2011-07-05 09:34:00,819.4333333333334,201,High
15465,7354.62,18,1257,2010-12-05 10:12:00,2011-11-20 10:11:00,408.59,350,High
17396,7330.8,8,2005,2010-12-03 09:45:00,2011-10-31 14:12:00,916.35,333,High
12474,7324.09,18,4833,2011-01-14 10:06:00,2011-11-22 14:39:00,406.8938888888889,313,High
12583,7281.38,15,5060,2010-12-01 08:45:00,2011-12-07 08:07:00,485.42533333333336,371,High
13018,7277.7,28,5435,2011-02-17 11:05:00,2011-11-23 13:28:00,259.91785714285714,280,High
18229,7276.900000000001,20,2488,2010-12-01 16:25:00,2011-11-28 09:48:00,363.845,362,High
16729,7205.33,21,5722,2011-04-12 14:22:00,2011-11-01 14:29:00,343.11095238095237,204,High
16745,7180.7,17,6719,2011-02-01 11:31:00,2011-09-14 11:58:00,422.3941176470588,226,High
16873,7123.62,6,3840,2010-12-10 15:45:00,2011-12-05 12:05:00,1187.27,360,High
13324,7121.95,10,5205,2010-12-14 09:50:00,2011-11-03 16:28:00,712.1949999999999,325,High
16923,7069.08,19,3344,2010-12-12 11:06:00,2011-11-27 13:00:00,372.0568421052632,351,High
13985,7060.13,15,3445,2011-03-20 13:48:00,2011-12-05 17:06:00,470.67533333333336,261,High
14961,7044.68,9,3708,2010-12-14 11:38:00,2011-11-29 09:42:00,782.7422222222223,350,High
12766,6989.63,7,3646,2010-12-08 13:53:00,2011-12-06 08:46:00,998.5185714285715,363,High
12798,6977.04,3,5256,2011-06-22 10:11:00,2011-11-29 15:52:00,2325.68,161,High
12989,6924.110000000001,15,2943,2010-12-10 13:24:00,2011-12-06 15:28:00,461.6073333333334,362,High
13027,6912.0,6,17280,2010-12-20 12:45:00,2011-08-18 09:39:00,1152.0,241,High
16187,6911.4400000000005,15,5048,2011-02-28 13:34:00,2011-11-08 09:50:00,460.7626666666667,253,High
16713,6910.78,15,4271,2010-12-08 13:01:00,2011-11-21 12:36:00,460.71866666666665,348,High
17416,6893.42,7,4302,2011-03-03 13:45:00,2011-11-10 12:47:00,984.7742857142857,252,High
12705,6868.29,9,3997,2010-12-17 15:58:00,2011-11-24 13:17:00,763.1433333333333,342,High
12476,6816.42,11,2408,2010-12-13 14:39:00,2011-11-24 12:40:00,619.6745454545454,346,High
12830,6814.64,6,9848,2011-06-21 10:53:00,2011-11-02 11:54:00,1135.7733333333333,135,High
15601,6776.56,14,4983,2010-12-02 10:39:00,2011-11-28 15:15:00,484.04,362,High
16652,6773.97,7,3283,2011-03-11 13:13:00,2011-10-12 09:38:00,967.71,215,High
18055,6761.34,10,2452,2010-12-05 10:52:00,2011-12-02 14:25:00,676.134,363,High
16532,6748.8,3,2016,2011-01-05 12:37:00,2011-11-22 11:08:00,2249.6,321,High
15023,6720.41,11,2827,2010-12-05 13:49:00,2011-12-06 17:23:00,610.9463636363636,367,High
13576,6717.34,18,2646,2010-12-01 17:24:00,2011-11-29 15:34:00,373.18555555555554,363,High
15249,6688.46,13,3577,2011-03-28 12:49:00,2011-11-08 11:45:00,514.496923076923,225,High
16746,6680.11,18,4660,2010-12-16 11:43:00,2011-12-05 12:33:00,371.1172222222222,355,High
16353,6675.71,23,2006,2010-12-05 12:09:00,2011-12-06 12:23:00,290.24826086956523,367,High
12626,6620.48,9,3453,2011-01-17 11:01:00,2011-11-16 16:06:00,735.6088888888888,304,High
16182,6617.65,4,3791,2011-02-18 10:11:00,2011-09-28 13:23:00,1654.4125,223,High
15144,6580.44,17,3050,2011-01-31 13:17:00,2011-12-01 15:12:00,387.0847058823529,305,High
12472,6572.11,7,4148,2010-12-05 14:19:00,2011-11-07 14:01:00,938.8728571428571,337,High
17338,6493.54,8,3059,2010-12-13 12:57:00,2011-11-22 14:23:00,811.6925,345,High
18223,6484.54,14,2948,2010-12-16 16:42:00,2011-12-05 09:11:00,463.18142857142857,354,High
15694,6479.4,14,1677,2010-12-02 07:49:00,2011-12-09 09:44:00,462.8142857142857,373,High
13225,6463.84,7,3416,2010-12-13 09:49:00,2011-12-06 13:29:00,923.4057142857143,359,High
13102,6424.09,24,4204,2010-12-09 13:38:00,2011-12-08 12:52:00,267.67041666666665,364,High
12431,6419.95,15,2896,2010-12-01 10:03:00,2011-11-04 11:55:00,427.99666666666667,339,High
16814,6416.7,21,2697,2010-12-05 11:45:00,2011-11-25 13:27:00,305.5571428571428,356,High
13871,6403.25,13,2806,2011-02-04 09:30:00,2011-11-17 10:49:00,492.5576923076923,287,High
12359,6310.03,4,1609,2011-01-12 12:43:00,2011-10-13 12:47:00,1577.5075,275,High
13668,6309.83,21,3722,2010-12-12 12:35:00,2011-12-07 12:11:00,300.46809523809526,360,High
13709,6307.650000000001,13,3508,2011-01-28 14:57:00,2011-12-06 10:28:00,485.2038461538462,312,High
15005,6295.37,28,4230,2010-12-08 14:36:00,2011-11-24 12:25:00,224.83464285714285,351,High
16126,6287.77,4,2125,2011-02-16 11:18:00,2011-11-10 16:03:00,1571.9425,268,High
17315,6281.23,38,3863,2010-12-17 12:24:00,2011-12-08 12:15:00,165.29552631578946,356,High
14057,6211.66,17,4873,2010-12-14 12:11:00,2011-11-16 10:32:00,365.39176470588234,337,High
12357,6207.67,1,2708,2011-11-06 16:07:00,2011-11-06 16:07:00,6207.67,1,High
14060,6140.42,19,5386,2010-12-02 12:11:00,2011-12-05 12:29:00,323.18,369,High
13418,6127.43,18,3918,2010-12-02 10:45:00,2011-11-28 10:23:00,340.4127777777778,361,High
15939,6115.01,15,4728,2011-01-12 12:43:00,2011-09-11 11:30:00,407.6673333333334,242,High
17509,6083.64,8,3512,2011-10-07 13:14:00,2011-10-13 10:26:00,760.455,6,High
14735,6065.69,32,2264,2010-12-16 16:05:00,2011-12-06 12:09:00,189.5528125,355,High
13097,6003.22,10,2360,2010-12-14 15:13:00,2011-11-07 10:43:00,600.322,328,High
12637,6002.9,8,2994,2011-01-20 10:47:00,2011-10-03 13:46:00,750.3625,257,High
14101,5976.79,6,6942,2011-01-17 13:09:00,2011-09-27 12:28:00,996.1316666666667,253,High
15382,5955.71,6,4012,2011-02-17 12:01:00,2011-11-25 10:58:00,992.6183333333333,281,High
14944,5900.25,12,2815,2011-02-16 12:47:00,2011-11-10 09:10:00,491.6875,267,High
13209,5891.61,8,4253,2010-12-13 10:31:00,2011-11-09 13:54:00,736.45125,332,High
13534,5870.08,25,2961,2010-12-16 15:23:00,2011-12-07 14:52:00,234.8032,356,High
14505,5859.43,8,2739,2010-12-12 16:14:00,2011-11-22 15:45:00,732.42875,345,High
14415,5855.57,13,2996,2010-12-14 13:31:00,2011-12-08 14:38:00,450.42846153846153,360,High
13050,5836.86,17,3748,2010-12-08 09:30:00,2011-11-25 09:18:00,343.3447058823529,352,High
12720,5781.73,25,4672,2010-12-05 15:21:00,2011-12-07 08:03:00,231.26919999999998,367,High
15218,5756.89,11,3329,2011-01-25 11:20:00,2011-11-29 11:48:00,523.3536363636364,309,High
17686,5739.46,7,2478,2011-02-10 10:18:00,2011-12-02 15:39:00,819.9228571428572,296,High
13316,5732.93,4,5508,2011-03-30 13:01:00,2011-11-02 13:40:00,1433.2325,218,High
13178,5725.47,11,3570,2010-12-14 12:22:00,2011-11-13 16:14:00,520.4972727272727,335,High
16553,5719.82,12,4600,2010-12-14 13:58:00,2011-06-29 15:42:00,476.65166666666664,198,High
13468,5704.97,37,2589,2010-12-01 15:08:00,2011-12-08 10:39:00,154.1883783783784,372,High
14110,5683.15,12,2445,2011-03-18 09:59:00,2011-12-06 12:26:00,473.5958333333333,264,High
17716,5655.99,11,3072,2011-03-17 10:38:00,2011-11-17 12:00:00,514.180909090909,246,High
13004,5655.91,18,4822,2010-12-17 08:20:00,2011-11-28 11:27:00,314.21722222222223,347,High
17049,5655.03,9,2673,2011-03-09 08:33:00,2011-12-07 10:48:00,628.3366666666666,274,High
18118,5625.08,26,2865,2010-12-05 12:13:00,2011-11-29 11:32:00,216.34923076923076,359,High
17757,5593.39,30,3318,2010-12-02 17:17:00,2011-12-08 15:31:00,186.44633333333334,371,High
12839,5591.42,14,3807,2010-12-07 15:48:00,2011-12-07 12:33:00,399.38714285714286,365,High
12481,5579.82,10,3294,2010-12-09 10:13:00,2011-11-17 08:29:00,557.982,343,High
14688,5579.1,21,3584,2010-12-01 09:37:00,2011-12-02 12:26:00,265.6714285714286,367,High
14049,5578.72,4,3808,2011-01-26 11:27:00,2011-11-23 12:20:00,1394.68,302,High
16767,5575.56,11,4423,2011-01-27 13:38:00,2011-11-09 09:42:00,506.86909090909097,286,High
12539,5568.35,4,2067,2011-01-10 09:11:00,2011-11-17 13:30:00,1392.0875,312,High
16161,5533.67,19,2583,2010-12-06 10:03:00,2011-12-08 12:10:00,291.2457894736842,368,High
18225,5504.96,12,3242,2010-12-09 15:46:00,2011-12-06 13:27:00,458.74666666666667,362,High
16609,5493.46,7,2420,2011-04-01 10:11:00,2011-11-24 13:32:00,784.78,238,High
15805,5488.18,17,3367,2010-12-10 09:33:00,2011-11-16 16:32:00,322.83411764705886,342,High
16985,5464.12,10,1832,2010-12-16 10:38:00,2011-11-22 13:33:00,546.412,342,High
16265,5447.0,9,2646,2010-12-10 10:21:00,2011-11-30 16:41:00,605.2222222222222,356,High
18198,5425.56,17,4074,2011-01-07 13:39:00,2011-12-05 14:49:00,319.15058823529415,333,High
12490,5417.93,10,3064,2011-01-14 09:13:00,2011-12-04 16:07:00,541.793,325,High
17809,5411.91,12,2057,2010-12-01 09:41:00,2011-11-23 12:59:00,450.9925,358,High
16701,5398.3,13,6393,2010-12-13 11:51:00,2011-12-01 11:10:00,415.25384615384615,353,High
17719,5396.04,15,2466,2011-03-29 11:29:00,2011-11-02 10:36:00,359.736,218,High
17850,5391.21,34,1733,2010-12-01 08:26:00,2010-12-02 15:27:00,158.565,2,High
16303,5360.63,3,2659,2011-01-10 14:16:00,2011-11-14 10:49:00,1786.8766666666668,308,High
13269,5343.28,15,3513,2010-12-05 11:51:00,2011-12-08 14:53:00,356.21866666666665,369,High
17730,5298.4800000000005,13,3576,2011-01-17 14:49:00,2011-12-06 15:43:00,407.5753846153847,324,High
15150,5291.33,10,3642,2011-03-15 14:21:00,2011-11-22 12:52:00,529.133,252,High
17061,5232.2300000000005,11,1526,2011-04-21 13:29:00,2011-09-27 11:24:00,475.65727272727275,159,High
18226,5228.05,11,3466,2011-01-06 09:00:00,2011-10-26 13:36:00,475.27727272727276,294,High
12362,5226.23,10,2229,2011-02-17 10:30:00,2011-12-06 15:40:00,522.6229999999999,293,High
16258,5203.51,5,2994,2011-05-04 14:33:00,2011-10-25 13:30:00,1040.702,174,High
13756,5189.52,14,3188,2010-12-07 11:41:00,2011-12-07 16:44:00,370.68,366,High
16191,5180.52,13,3351,2010-12-14 12:38:00,2011-12-07 11:26:00,398.5015384615385,358,High
15727,5159.06,7,3063,2010-12-15 15:47:00,2011-11-23 12:36:00,737.0085714285715,343,High
13599,5149.92,21,3293,2010-12-08 10:11:00,2011-12-08 16:10:00,245.2342857142857,366,High
17858,5140.66,12,2694,2010-12-05 13:08:00,2011-12-04 11:56:00,428.3883333333333,364,High
15903,5126.76,7,2410,2011-02-17 14:04:00,2011-11-30 08:08:00,732.3942857142857,286,High
13941,5112.96,5,2364,2010-12-02 10:17:00,2011-11-18 09:43:00,1022.592,351,High
15046,5090.42,15,3372,2011-01-05 15:30:00,2011-11-30 15:50:00,339.36133333333333,330,High
16700,5076.55,13,4024,2010-12-08 16:34:00,2011-12-01 11:00:00,390.50384615384615,358,High
13139,5064.94,7,2425,2011-03-25 11:57:00,2011-11-23 13:54:00,723.5628571428571,244,High
12432,5059.32,5,1801,2011-06-20 13:27:00,2011-10-28 11:43:00,1011.8639999999999,130,High
17602,5054.42,6,4116,2011-01-19 16:18:00,2011-12-07 13:53:00,842.4033333333333,322,High
15301,5049.95,12,2751,2010-12-06 12:21:00,2011-10-20 09:57:00,420.82916666666665,318,High
17426,5037.26,6,3094,2011-03-02 16:34:00,2011-12-01 18:07:00,839.5433333333334,275,High
15719,5030.07,13,2718,2011-01-06 12:31:00,2011-11-07 12:29:00,386.92846153846153,305,High
14755,5010.28,11,2219,2011-01-09 14:02:00,2011-11-30 11:24:00,455.47999999999996,325,High
14562,5006.77,18,1815,2011-02-08 14:45:00,2011-12-06 11:05:00,278.1538888888889,301,High
12444,5005.46,5,1153,2011-06-21 14:00:00,2011-11-18 13:23:00,1001.092,150,High
14329,4975.24,7,3087,2011-01-14 13:42:00,2011-11-22 15:50:00,710.7485714285714,313,High
